MONTH,DAY,WEEKDAY,AIRLINE,ORG_AIR,DEST_AIR,SCHED_DEP,DEP_DELAY,AIR_TIME,DIST,SCHED_ARR,ARR_DELAY
12,10,4,DL,ATL,IND,2228,-1.0,65.0,432,2359,-10.0
12,10,4,WN,LAX,LAS,1835,15.0,46.0,236,1935,23.0
12,10,4,EV,ATL,MGM,1205,-2.0,32.0,147,1158,3.0
12,11,5,AS,DFW,SEA,1320,17.0,219.0,1660,1540,-6.0
12,11,5,DL,ATL,BNA,2105,6.0,39.0,214,2114,7.0
12,11,5,WN,ATL,HOU,620,-3.0,103.0,696,740,-10.0
12,11,5,UA,PHX,IAH,1018,-5.0,128.0,1009,1351,-3.0
12,12,6,WN,DEN,OKC,1835,3.0,71.0,495,2100,16.0
12,12,6,MQ,ORD,OMA,2015,-1.0,68.0,416,2150,-14.0
12,13,7,WN,LAX,MSY,1040,128.0,179.0,1670,1610,113.0
12,13,7,WN,LAS,LAX,1435,-1.0,50.0,236,1545,-1.0
12,13,7,DL,ATL,CLT,2155,-4.0,37.0,226,2302,-10.0
12,14,1,AA,ORD,LGA,1015,62.0,100.0,733,1318,129.0
12,14,1,UA,IAH,MCO,715,2.0,110.0,854,1035,-3.0
12,14,1,WN,LAX,ATL,555,-3.0,214.0,1947,1310,-20.0
12,14,1,AA,DFW,LAS,2025,-5.0,153.0,1055,2129,-8.0
12,15,2,WN,LAX,BWI,1225,37.0,251.0,2329,2020,16.0
12,15,2,DL,ATL,MKE,1623,-2.0,93.0,669,1730,-12.0
12,15,2,MQ,ORD,IND,1320,-2.0,33.0,177,1517,-13.0
12,16,3,NK,ORD,BWI,2130,-8.0,71.0,622,17,-24.0
12,16,3,DL,ATL,DCA,1120,-3.0,69.0,547,1259,-14.0
12,16,3,DL,ATL,LAX,1340,43.0,259.0,1947,1547,16.0
12,16,3,MQ,ORD,IND,1320,-1.0,40.0,177,1517,0.0
12,17,4,AS,LAS,SEA,1300,-2.0,138.0,867,1535,2.0
12,17,4,OO,PHX,IAH,535,6.0,115.0,1009,905,2.0
12,17,4,UA,IAH,PDX,1815,-3.0,263.0,1825,2102,5.0
12,17,4,AA,LAX,JFK,2130,-3.0,289.0,2475,539,-4.0
12,18,5,WN,DEN,TUL,950,0.0,67.0,541,1225,-12.0
12,18,5,DL,MSP,DTW,645,-5.0,70.0,528,928,36.0
12,18,5,AA,ORD,LAX,955,-3.0,238.0,1744,1227,-14.0
12,19,6,HA,PHX,HNL,800,-5.0,363.0,2917,1155,-34.0
12,19,6,AA,DFW,OKC,2040,43.0,34.0,175,2139,39.0
12,19,6,F9,DFW,DEN,1810,-1.0,94.0,641,1916,-7.0
12,19,6,DL,ATL,JFK,1445,35.0,102.0,760,1708,26.0
12,20,7,OO,SFO,SEA,1445,74.0,106.0,679,1701,67.0
12,20,7,DL,ATL,BOS,1125,-7.0,119.0,946,1353,-8.0
12,20,7,EV,ATL,FSM,1339,-9.0,93.0,579,1437,-22.0
12,21,1,WN,PHX,OAK,1945,-3.0,102.0,646,2045,-8.0
12,21,1,MQ,ORD,BMI,2015,-1.0,28.0,116,2109,-17.0
12,21,1,UA,IAH,LAX,1741,2.0,197.0,1379,1933,7.0
12,22,2,UA,ORD,PDX,1930,37.0,231.0,1739,2210,6.0
12,22,2,DL,SFO,LAX,1400,37.0,55.0,337,1520,44.0
12,22,2,UA,ORD,DCA,1000,-4.0,80.0,612,1255,-20.0
12,22,2,NK,ORD,MSP,1949,-1.0,60.0,334,2119,-8.0
12,23,3,WN,ATL,AUS,1815,-5.0,129.0,813,1950,71.0
12,23,3,OO,ORD,ATL,1750,59.0,134.0,606,2055,103.0
12,23,3,AA,PHX,ORD,630,-7.0,168.0,1440,1059,-24.0
12,24,4,NK,LAX,DEN,920,29.0,101.0,862,1239,15.0
12,24,4,EV,ATL,EVV,1030,,,350,1052,
12,24,4,DL,LAX,TPA,1030,-3.0,232.0,2158,1752,-3.0
12,25,5,UA,LAX,IAD,600,21.0,235.0,2288,1351,-15.0
12,25,5,EV,MSP,STL,1600,43.0,70.0,448,1739,36.0
12,25,5,EV,DFW,GRK,1050,14.0,28.0,134,1145,4.0
12,26,6,MQ,DFW,CLL,1505,-4.0,32.0,164,1603,30.0
12,26,6,EV,ATL,TUL,833,6.0,119.0,674,943,10.0
12,26,6,MQ,DFW,SAF,2205,,,551,2258,
12,27,7,AA,LAX,PHX,1235,16.0,59.0,370,1503,36.0
12,27,7,AA,DFW,RSW,1035,98.0,162.0,1017,1403,179.0
12,27,7,WN,DEN,AUS,835,-1.0,120.0,775,1145,5.0
12,27,7,DL,ATL,PNS,815,3.0,49.0,271,826,-3.0
12,28,1,OO,IAH,DTW,1305,33.0,126.0,1075,1655,44.0
12,28,1,MQ,DFW,SGF,2015,29.0,50.0,364,2138,10.0
12,28,1,DL,IAH,ATL,600,12.0,92.0,689,859,21.0
12,29,2,DL,ATL,BHM,940,-4.0,24.0,134,932,-14.0
12,29,2,AA,PHX,DCA,1555,0.0,206.0,1979,2159,-4.0
12,29,2,DL,ATL,MSY,2110,-1.0,71.0,425,2151,-5.0
12,29,2,WN,ATL,TPA,1015,46.0,59.0,406,1150,39.0
12,30,3,WN,PHX,MCI,1845,55.0,114.0,1044,2210,40.0
12,30,3,EV,ATL,MYR,1615,13.0,47.0,317,1720,18.0
12,30,3,OO,MSP,MDW,1728,9.0,70.0,349,1914,29.0
12,30,3,WN,ATL,DCA,1345,49.0,74.0,547,1530,38.0
12,31,4,VX,SFO,LAX,1125,-4.0,54.0,337,1245,-10.0
12,31,4,AA,PHX,EWR,2255,-4.0,219.0,2133,521,-17.0
