INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Heald College-San Francisco,San Francisco,CA,0.0,0.0,0.0,1,,,0.0,748.0,0.1176,0.1805,0.2941,0.262,0.0107,0.0495,0.0321,0.0,0.0535,0.2406,0,0.7405,0.7248,0.5717,35000,11676
Heald College-Concord,Concord,CA,0.0,0.0,0.0,1,,,0.0,1230.0,0.2179,0.1797,0.2472,0.0911,0.0081,0.0301,0.052000000000000005,0.0,0.174,0.1707,0,0.7539,0.7795,0.4637,38600,11676
Hilltop Beauty School,Daly City,CA,0.0,0.0,0.0,0,,,0.0,109.0,0.0367,0.0734,0.6239,0.1927,0.0,0.0092,0.0092,0.0183,0.0367,0.8624,1,0.8046,0.0,0.7698,16600,PrivacySuppressed
Holy Names Univ.,Oakland,CA,0.0,0.0,0.0,1,435.0,448.0,0.0,690.0,0.2087,0.2,0.3058,0.1478,0.0072,0.0391,0.0261,0.0333,0.0319,0.1928,1,0.4651,0.8333,0.3345,47400,27000
Pacifica Graduate Institute,Carpinteria,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Humboldt State Univ.,Arcata,CA,0.0,0.0,0.0,0,500.0,485.0,0.0,7962.0,0.4738,0.0391,0.2977,0.0347,0.01,0.0026,0.0637,0.0112,0.0673,0.0671,1,0.5231,0.5625,0.1788,34200,19553
Humphreys College-Stockton and Modesto Campuses,Stockton,CA,0.0,0.0,0.0,0,,,0.0,617.0,0.2204,0.1378,0.3857,0.0583,0.0032,0.0065,0.0,0.1329,0.0551,0.3906,1,0.7091,0.769,0.6394,29500,31979.5
Imperial Valley College,Imperial,CA,0.0,0.0,0.0,0,,,0.0,6958.0,0.0698,0.0072,0.8306,0.0135,0.0009,0.0004,0.0011,0.0026,0.0739,0.4944,1,0.5228,0.0,0.2992,23300,PrivacySuppressed
Institute for Business and Technology,Santa Clara,CA,0.0,0.0,0.0,0,,,0.0,196.0,0.2041,0.0357,0.5102,0.1429,0.0051,0.0,0.0153,0.0,0.0867,0.0,1,0.4818,0.4866,0.6474,34200,8023
Interior Designers Institute,Newport Beach,CA,0.0,0.0,0.0,0,,,0.0,203.0,0.6601,0.0148,0.1527,0.1084,0.0049,0.0,0.0246,0.0296,0.0049,0.5517,1,0.2407,0.4068,0.7119,27200,31538
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,0.0,0.0,0.0,0,,,0.0,225.0,0.52,0.0756,0.2933,0.0444,0.0489,0.0,0.0,0.0,0.0178,0.0,1,0.5926,0.6111,0.3358,PrivacySuppressed,13926
Irvine Valley College,Irvine,CA,0.0,0.0,0.0,0,,,0.0,11622.0,0.3486,0.0219,0.2471,0.2476,0.0007,0.002,0.0486,0.0661,0.0174,0.6088,1,0.1422,0.013999999999999999,0.3041,34200,6500
ITT Technical Institute-National City,National City,CA,0.0,0.0,0.0,0,,,0.0,999.0,0.2482,0.1742,0.3243,0.1522,0.015,0.009000000000000001,0.043,0.0,0.034,0.1341,0,0.7709,0.5434,0.7849,38800,25827.5
ITT Technical Institute-San Dimas,San Dimas,CA,0.0,0.0,0.0,0,,,0.0,551.0,0.2069,0.0544,0.5789,0.0853,0.0018,0.0018,0.0254,0.0,0.0454,0.1869,0,0.8165,0.8052,0.6461,38800,25827.5
ITT Technical Institute-Orange,Orange,CA,0.0,0.0,0.0,0,,,0.0,783.0,0.2912,0.0536,0.4777,0.1188,0.0102,0.0013,0.0255,0.0,0.0217,0.1571,0,0.7485,0.7959,0.6779999999999999,38800,25827.5
Bellus Academy-El Cajon,El Cajon,CA,0.0,0.0,0.0,0,,,0.0,145.0,0.5103,0.0621,0.2966,0.0,0.0069,0.0207,0.0966,0.0,0.0069,0.0,1,0.6065,0.5812,0.3913,17900,7917
John F. Kennedy Univ.,Pleasant Hill,CA,0.0,0.0,0.0,0,,,0.0,251.0,0.3665,0.1554,0.259,0.0837,0.0159,0.012,0.0359,0.0319,0.0398,0.6614,1,0.5484,0.9319,0.8208,44500,24856
American Jewish Univ.,Los Angeles,CA,0.0,0.0,0.0,1,,,0.0,96.0,0.3438,0.0104,0.0417,0.0,0.0208,0.0,0.0104,0.0,0.5729,0.0417,1,0.3241,0.3241,0.1696,PrivacySuppressed,PrivacySuppressed
Reedley College,Reedley,CA,0.0,0.0,0.0,0,,,0.0,12900.0,0.2953,0.0256,0.5660000000000001,0.0704,0.0043,0.0014,0.0275,0.0003,0.0091,0.6059,1,0.3114,0.0153,0.2622,24400,4405
Life Pacific College,San Dimas,CA,0.0,0.0,0.0,1,470.0,441.0,0.0,479.0,0.5365,0.0397,0.2902,0.0543,0.0021,0.0188,0.0355,0.0,0.023,0.1482,1,0.4211,0.5927,0.2045,29000,21500
Argosy Univ.-The Art Institute of California-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,1634.0,0.0092,0.0037,0.3452,0.0061,0.0012,0.0012,0.0,0.0006,0.6328,0.1818,1,0.6276,0.6426,0.465,37000,24750
Univ. of La Verne,La Verne,CA,0.0,0.0,0.0,0,505.0,510.0,0.0,5137.0,0.2389,0.065,0.4812,0.0526,0.0037,0.0047,0.0319,0.0263,0.0958,0.2953,1,0.4548,0.6662,0.4528,50200,24894
Laguna College of Art and Design,Laguna Beach,CA,0.0,0.0,0.0,0,,,0.0,543.0,0.4788,0.011000000000000001,0.1621,0.1547,0.0092,0.0074,0.0,0.035,0.1418,0.1087,1,0.4339,0.6498,0.1946,38800,27000
Lake Tahoe Comm. College,South Lake Tahoe,CA,0.0,0.0,0.0,0,,,0.0,2190.0,0.6146,0.0164,0.2374,0.0484,0.0046,0.0018,0.0402,0.0137,0.0228,0.6991,1,0.2453,0.0,0.5429,25200,PrivacySuppressed
Lancaster Beauty School,Lancaster,CA,0.0,0.0,0.0,0,,,0.0,124.0,0.2097,0.2742,0.5081,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,1,0.71,0.6970000000000001,0.3871,14900,7232.5
Laney College,Oakland,CA,0.0,0.0,0.0,0,,,0.0,9707.0,0.174,0.2471,0.1943,0.2618,0.0028,0.0046,0.0535,0.0083,0.0536,0.8178,1,0.2348,0.0191,0.4998,27500,8600
Lassen Comm. College,Susanville,CA,0.0,0.0,0.0,0,,,0.0,2291.0,0.4134,0.2025,0.2292,0.0367,0.024,0.017,0.0284,0.0074,0.0415,0.746,1,0.1527,0.0386,0.6227,26000,PrivacySuppressed
Life Chiropractic College West,Hayward,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Lincoln Univ.,Oakland,CA,0.0,0.0,0.0,0,,,0.0,119.0,0.2101,0.1513,0.0168,0.2605,0.0,0.0,0.0,0.3613,0.0,0.3109,1,0.319,0.7586,0.6379,PrivacySuppressed,
Southern California Seminary,El Cajon,CA,0.0,0.0,0.0,1,,,0.0,62.0,0.4032,0.2258,0.1613,0.129,0.0161,0.0,0.0,0.0323,0.0323,0.5645,1,0.8696,0.9855,0.8551,PrivacySuppressed,PrivacySuppressed
La Sierra Univ.,Riverside,CA,0.0,0.0,0.0,1,460.0,475.0,0.0,2054.0,0.14800000000000002,0.0735,0.4323,0.1543,0.0029,0.0185,0.0385,0.13,0.0019,0.0798,1,0.5169,0.695,0.1102,40900,27000
Loma Linda Univ.,Loma Linda,CA,0.0,0.0,0.0,1,,,0.0,1039.0,0.3523,0.0395,0.2936,0.2397,0.001,0.0038,0.0452,0.025,0.0,0.1396,1,0.327,0.6754,0.5,75400,20096.5
Long Beach City College,Long Beach,CA,0.0,0.0,0.0,0,,,0.0,22768.0,0.1496,0.1333,0.5403,0.1133,0.0022,0.0072,0.0423,0.0067,0.0051,0.5824,1,0.3876,0.0408,0.3458,27700,8321.5
Southern California Univ. of Health Sciences,Whittier,CA,0.0,0.0,0.0,0,,,0.0,3.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.0,1,0.0124,0.0421,,,PrivacySuppressed
Los Angeles Harbor College,Wilmington,CA,0.0,0.0,0.0,0,,,0.0,8707.0,0.1346,0.1124,0.5751,0.1064,0.0017,0.0087,0.0327,0.0109,0.0175,0.6908,1,0.3337,0.0126,0.3357,30800,4250
Los Angeles Pierce College,Woodland Hills,CA,0.0,0.0,0.0,0,,,0.0,18449.0,0.2899,0.059000000000000004,0.4616,0.1106,0.002,0.0015,0.0314,0.0098,0.0343,0.6906,1,0.34299999999999997,0.0521,0.3158,31600,12148
Los Angeles Southwest College,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,5890.0,0.0177,0.5742,0.3277,0.02,0.002,0.0025,0.025,0.0031,0.0278,0.782,1,0.3815,0.0315,0.4659,24900,4500
Los Angeles Trade Technical College,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,12769.0,0.0637,0.2133,0.6047,0.0472,0.0027,0.0023,0.0202,0.0058,0.0402,0.7090000000000001,1,0.3720000000000001,0.049,0.5405,26500,4750
Los Angeles Valley College,Valley Glen,CA,0.0,0.0,0.0,0,,,0.0,16127.0,0.3012,0.0544,0.4924,0.0797,0.0017,0.0016,0.0213,0.0061,0.0415,0.7244,1,0.3346,0.0372,0.4081,30200,9500
The Master's College and Seminary,Santa Clarita,CA,0.0,0.0,0.0,1,550.0,540.0,0.0,1182.0,0.6184,0.0313,0.1041,0.0635,0.0025,0.0051,0.0643,0.0618,0.0491,0.1024,1,0.2698,0.5171,0.1646,38300,21250
Los Angeles City College,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,15953.0,0.1866,0.1018,0.5017,0.1328,0.0025,0.0014,0.0228,0.026000000000000002,0.0244,0.696,1,0.3484,0.0505,0.4852,25600,8000
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,204.0,0.2206,0.049,0.3873,0.3333,0.0049,0.0,0.0049,0.0,0.0,1.0,1,0.5189,0.3622,0.7892,87200,11964
Los Angeles Mission College,Sylmar,CA,0.0,0.0,0.0,0,,,0.0,8487.0,0.1115,0.0318,0.7599,0.0527,0.0015,0.0007,0.01,0.0105,0.0214,0.7453,1,0.3509,0.0308,0.3527,28300,PrivacySuppressed
Los Medanos College,Pittsburg,CA,0.0,0.0,0.0,0,,,0.0,7751.0,0.2854,0.154,0.3705,0.0924,0.0012,0.0063,0.0735,0.0036,0.013000000000000001,0.614,1,0.2811,0.0077,0.3249,34000,PrivacySuppressed
Argosy Univ.-The Art Institute of California-San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,1052.0,0.1473,0.0703,0.2947,0.0922,0.0029,0.0133,0.076,0.0,0.3032,0.3422,1,0.6319,0.8221,0.3113,37000,24750
Loyola Marymount Univ.,Los Angeles,CA,0.0,0.0,0.0,1,590.0,610.0,0.0,6064.0,0.4672,0.0579,0.2192,0.107,0.002,0.001,0.0768,0.0688,0.0002,0.0272,1,0.1979,0.4535,0.0232,54100,22500
Lu Ross Academy,Ventura,CA,0.0,0.0,0.0,0,,,0.0,274.0,0.2847,0.0401,0.6168,0.0219,0.0036,0.0036,0.0292,0.0,0.0,0.0,1,0.6306,0.6071,0.3441,,8310.5
Manchester Beauty College,Fresno,CA,0.0,0.0,0.0,1,,,0.0,64.0,0.1719,0.0938,0.6094,0.125,0.0,0.0,0.0,0.0,0.0,0.8438,0,0.8021,0.0,0.5224,15700,PrivacySuppressed
Tulare Beauty College,Tulare,CA,0.0,0.0,0.0,1,,,0.0,41.0,0.2683,0.0244,0.6829,0.0,0.0244,0.0,0.0,0.0,0.0,0.6829,0,0.6779999999999999,0.0,0.4444,PrivacySuppressed,PrivacySuppressed
Lyles Fresno College of Beauty,Fresno,CA,0.0,0.0,0.0,0,,,0.0,51.0,0.3529,0.0588,0.451,0.0392,0.0,0.0196,0.0784,0.0,0.0,0.3333,1,0.5109,0.4239,0.3036,15700,8556
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,0.0,0.0,0.0,0,,,0.0,132.0,0.7197,0.0303,0.1818,0.0227,0.0152,0.0,0.0,0.0,0.0303,0.0,1,0.4369,0.5971,0.3333,19400,9427
MTI Business College Inc,Stockton,CA,0.0,0.0,0.0,0,,,0.0,146.0,0.2397,0.5137,0.1438,0.0479,0.0342,0.0205,0.0,0.0,0.0,0.0,1,1.0,1.0,0.3986,23000,9500
MTI College,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,1020.0,0.5108,0.099,0.2039,0.0873,0.0049,0.0029,0.0539,0.0,0.0373,0.0,1,0.3092,0.3483,0.4995,33000,9500
Brightwood College-Sacramento,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,426.0,0.2347,0.1854,0.4014,0.0962,0.0117,0.0164,0.0,0.0,0.054000000000000006,0.0,1,0.7373,0.6537,0.479,24500,9449.5
Brightwood College-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,1285.0,0.2856,0.0996,0.3245,0.2086,0.0093,0.0233,0.0,0.0008,0.0482,0.0,1,0.5696,0.5589,0.6315,34400,9500
Brightwood College-Vista,Vista,CA,0.0,0.0,0.0,0,,,0.0,804.0,0.3458,0.107,0.40299999999999997,0.0659,0.0162,0.0348,0.0,0.0,0.0274,0.0,1,0.6291,0.5444,0.4699,30800,9057
College of Marin,Kentfield,CA,0.0,0.0,0.0,0,,,0.0,4663.0,0.5385,0.0682,0.2305,0.0699,0.0024,0.0024,0.0517,0.0118,0.0247,0.7519,1,0.2519,0.0925,0.5595,31700,15000
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,2317.0,0.2072,0.1765,0.5378,0.0311,0.0065,0.0017,0.0047,0.0,0.0345,0.1372,0,0.8395,0.7236,0.3368,14100,10106.5
Marymount California Univ.,Rancho Palos Verdes,CA,0.0,0.0,0.0,1,,,0.0,1086.0,0.1934,0.08199999999999999,0.3517,0.0387,0.0028,0.0083,0.0304,0.2118,0.081,0.0488,1,0.3901,0.5702,0.0658,36200,19500
Mendocino College,Ukiah,CA,0.0,0.0,0.0,0,,,0.0,3151.0,0.6074,0.0327,0.2504,0.026000000000000002,0.0508,0.0067,0.0146,0.0,0.0114,0.6411,1,0.3462,0.0558,0.4516,24600,15263
Menlo College,Atherton,CA,0.0,0.0,0.0,0,488.0,509.0,0.0,793.0,0.3354,0.0694,0.2093,0.0706,0.0076,0.0265,0.0694,0.1311,0.0807,0.0366,1,0.3268,0.54,0.0913,46400,22746.5
Merced College,Merced,CA,0.0,0.0,0.0,0,,,0.0,9053.0,0.2411,0.0362,0.5636,0.1017,0.0043,0.0041,0.0284,0.0089,0.0116,0.4798,1,0.4911,0.0,0.2963,25700,PrivacySuppressed
Merritt College,Oakland,CA,0.0,0.0,0.0,0,,,0.0,5643.0,0.1896,0.2961,0.2422,0.1513,0.0041,0.0053,0.0491,0.0044,0.0578,0.8159,1,0.2397,0.0443,0.5446,31100,PrivacySuppressed
Mills College,Oakland,CA,0.0,0.0,1.0,0,585.0,550.0,0.0,909.0,0.4488,0.0671,0.2321,0.1133,0.0055,0.0055,0.1034,0.0132,0.011000000000000001,0.0407,1,0.503,0.7272,0.1797,39000,23471
MiraCosta College,Oceanside,CA,0.0,0.0,0.0,0,,,0.0,13855.0,0.4598,0.034,0.3329,0.0621,0.003,0.0046,0.0702,0.0136,0.0197,0.6409,1,0.15,0.0194,0.3759,28100,4500
Marinello Schools of Beauty-San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,535.0,0.4075,0.1103,0.3551,0.0523,0.0206,0.0019,0.0093,0.0,0.043,0.3065,0,0.7466,0.6552,0.4334,28900,9852.5
Mission College,Santa Clara,CA,0.0,0.0,0.0,0,,,0.0,6737.0,0.1799,0.038,0.2503,0.4391,0.0016,0.0055,0.0422,0.0243,0.0191,0.7239,1,0.2413,0.0048,0.5217,31600,PrivacySuppressed
Modern Beauty Academy,Oxnard,CA,0.0,0.0,0.0,0,,,0.0,36.0,0.0278,0.0278,0.9167,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8788,0.5455,0.2292,16400,5600
Brightwood College-North Hollywood,North Hollywood,CA,0.0,0.0,0.0,0,,,0.0,778.0,0.2404,0.0476,0.5141,0.1375,0.0039,0.0231,0.0,0.0026,0.0308,0.0,1,0.6419,0.6766,0.4899,32600,9500
Modesto Junior College,Modesto,CA,0.0,0.0,0.0,0,,,0.0,16253.0,0.3898,0.0345,0.4432,0.0602,0.006,0.0105,0.0262,0.0008,0.0287,0.6219,1,0.4141,0.0,0.3353,27200,PrivacySuppressed
Moler Barber College,Oakland,CA,0.0,0.0,0.0,0,,,0.0,102.0,0.049,0.6863,0.1961,0.0392,0.0,0.0098,0.0,0.0,0.0196,0.0,1,0.6346,0.4808,0.5789,PrivacySuppressed,9500
Middlebury Institute of International Studies at Monterey,Monterey,CA,0.0,0.0,0.0,0,,,0.0,22.0,0.4545,0.0455,0.1818,0.0455,0.0,0.0,0.1364,0.0,0.1364,0.0909,1,0.3636,0.5909,0.8636,55100,17500
Monterey Peninsula College,Monterey,CA,0.0,0.0,0.0,0,,,0.0,7067.0,0.4211,0.0392,0.3615,0.0791,0.0033,0.0103,0.0515,0.0057,0.0283,0.6628,1,0.1374,0.0221,0.5526,32900,PrivacySuppressed
Moorpark College,Moorpark,CA,0.0,0.0,0.0,0,,,0.0,13180.0,0.5149,0.0195,0.3145,0.085,0.003,0.0023,0.0489,0.0057,0.0063,0.5782,1,0.1777,0.0184,0.2229,36200,12625
Mt San Antonio College,Walnut,CA,0.0,0.0,0.0,0,,,0.0,26463.0,0.1239,0.042,0.5925,0.1783,0.0016,0.0028,0.0303,0.0182,0.0103,0.6106,1,0.37799999999999995,0.0111,0.2939,33500,5250
Mount Saint Mary's Univ.,Los Angeles,CA,0.0,0.0,1.0,1,460.0,455.0,0.0,2659.0,0.1012,0.0703,0.598,0.1666,0.0038,0.0056,0.0199,0.0049,0.0297,0.2302,1,0.5989,0.9154,0.2301,50500,25000
Mt San Jacinto Comm. College District,San Jacinto,CA,0.0,0.0,0.0,0,,,0.0,13695.0,0.3417,0.0795,0.4471,0.0518,0.005,0.004,0.0551,0.0001,0.0156,0.6315,1,0.4014,0.0,0.358,25500,PrivacySuppressed
Mueller College,San Diego,CA,0.0,0.0,0.0,0,,,0.0,107.0,0.4299,0.1682,0.1308,0.027999999999999997,0.0,0.0,0.0,0.0,0.243,0.785,0,0.8,0.5143,0.8095,PrivacySuppressed,12166.5
Musicians Institute,Hollywood,CA,0.0,0.0,0.0,0,,,0.0,1065.0,0.2939,0.0657,0.138,0.031,0.0103,0.0038,0.0601,0.3465,0.0507,0.1305,1,0.2926,0.4381,0.245,25700,PrivacySuppressed
Napa Valley College,Napa,CA,0.0,0.0,0.0,0,,,0.0,5752.0,0.3232,0.0669,0.3778,0.1433,0.0037,0.0049,0.0542,0.0033,0.0228,0.6128,1,0.254,0.0165,0.3331,35500,9291
Everest College-Reseda,Reseda,CA,0.0,0.0,0.0,1,,,0.0,596.0,0.1242,0.0403,0.6762,0.0587,0.0101,0.005,0.0319,0.0,0.0537,0.0772,0,0.7036,0.541,0.3506,28800,9500
Everest College-Gardena,Gardena,CA,0.0,0.0,0.0,1,,,0.0,424.0,0.033,0.4127,0.3868,0.0236,0.0047,0.0118,0.0542,0.0,0.0731,0.0,0,0.75,0.5866,0.3927,25000,9500
Everest College-Alhambra,Alhambra,CA,0.0,0.0,0.0,1,,,0.0,439.0,0.0296,0.0387,0.8178,0.0364,0.0,0.0068,0.040999999999999995,0.0,0.0296,0.0,0,0.7565,0.5982,0.3654,26300,9500
Everest College-San Bernardino,San Bernardino,CA,0.0,0.0,0.0,1,,,0.0,737.0,0.1208,0.1411,0.5753,0.0109,0.0136,0.0109,0.076,0.0,0.0516,0.0868,0,0.7657,0.5582,0.4364,22400,9500
The National Hispanic Univ.,San Jose,CA,0.0,0.0,0.0,1,,,0.0,47.0,0.1277,0.0,0.4255,0.0426,0.0,0.0,0.0426,0.0,0.3617,0.6596,0,0.4774,0.3615,0.4499,44200,15944.5
National Holistic Institute,Emeryville,CA,0.0,0.0,0.0,0,,,0.0,900.0,0.4122,0.0933,0.1889,0.0689,0.0111,0.0278,0.1522,0.0267,0.0189,0.0389,1,0.6096,0.8004,0.6322,29600,9500
National Univ.,La Jolla,CA,0.0,0.0,0.0,0,,,0.0,9425.0,0.3949,0.1041,0.2633,0.1062,0.0068,0.0181,0.0455,0.0114,0.0497,0.5985,1,0.3726,0.4092,0.7646,56200,27906.5
Newschool of Architecture and Design,San Diego,CA,0.0,0.0,0.0,0,,,0.0,360.0,0.2528,0.0222,0.3778,0.0972,0.0,0.0,0.0389,0.1611,0.05,0.0611,1,0.5867,0.6747,0.46399999999999997,43400,35500
Newberry School of Beauty,Granada Hills,CA,0.0,0.0,0.0,0,,,0.0,122.0,0.45899999999999996,0.0574,0.4098,0.0492,0.0082,0.0,0.0082,0.0,0.0082,0.4016,1,0.4735,0.3959,0.366,18500,6333
North Adrian's College of Beauty Inc,Modesto,CA,0.0,0.0,0.0,0,,,0.0,280.0,0.2964,0.0643,0.5571,0.0536,0.0,0.0,0.0286,0.0,0.0,0.0,1,0.6795,0.494,0.28,16900,10850
North-West College-Pomona,Pomona,CA,0.0,0.0,0.0,0,,,0.0,268.0,0.0821,0.0373,0.7537,0.040999999999999995,0.0,0.0037,0.0,0.0,0.0821,0.0,1,0.9785,0.9812,0.3107,20400,9250
North-West College-West Covina,West Covina,CA,0.0,0.0,0.0,0,,,0.0,559.0,0.0429,0.0179,0.7782,0.0823,0.0,0.0,0.0,0.0,0.0787,0.0,1,0.8979,0.7497,0.3564,27000,8150
North-West College-Pasadena,Pasadena,CA,0.0,0.0,0.0,0,,,0.0,221.0,0.0995,0.086,0.5566,0.086,0.0,0.0271,0.0,0.0,0.1448,0.0,1,0.9804,0.7157,0.2487,23900,8230
Notre Dame de Namur Univ.,Belmont,CA,0.0,0.0,0.0,1,475.0,470.0,0.0,1177.0,0.254,0.0646,0.3662,0.1189,0.0059,0.0306,0.0391,0.0306,0.0901,0.3152,1,0.4204,0.6826,0.3454,51000,26865.5
Occidental College,Los Angeles,CA,0.0,0.0,0.0,0,645.0,655.0,0.0,2023.0,0.5111,0.0445,0.1498,0.1256,0.001,0.0025,0.0929,0.0514,0.0213,0.0074,1,0.2161,0.5304,0.0044,48500,23231.5
Oceanside College of Beauty,Oceanside,CA,0.0,0.0,0.0,0,,,0.0,77.0,0.5065,0.0519,0.3506,0.0,0.0,0.026000000000000002,0.039,0.0,0.026000000000000002,0.0,1,0.5,0.541,0.3429,PrivacySuppressed,9234
Ohlone College,Fremont,CA,0.0,0.0,0.0,0,,,0.0,10093.0,0.1964,0.0379,0.1834,0.304,0.0019,0.0067,0.0458,0.0334,0.1905,0.6966,1,0.1618,0.013000000000000001,0.3528,39900,PrivacySuppressed
Orange Coast College,Costa Mesa,CA,0.0,0.0,0.0,0,,,0.0,20496.0,0.3385,0.0155,0.3357,0.1991,0.0024,0.0028,0.0428,0.0458,0.0176,0.5862,1,0.2355,0.0197,0.2907,35500,6500
Otis College of Art and Design,Los Angeles,CA,0.0,0.0,0.0,0,495.0,515.0,0.0,1090.0,0.2376,0.0385,0.1037,0.2945,0.0101,0.0037,0.0624,0.2101,0.0394,0.0119,1,0.46799999999999997,0.6047,0.157,46800,27000
Oxnard College,Oxnard,CA,0.0,0.0,0.0,0,,,0.0,6652.0,0.1621,0.0265,0.7109,0.0537,0.0033,0.0036,0.0296,0.0,0.0104,0.7043,1,0.3417,0.0,0.3696,28800,PrivacySuppressed
Hope International Univ.,Fullerton,CA,0.0,0.0,0.0,1,447.0,452.0,0.0,816.0,0.3799,0.0564,0.201,0.0282,0.0049,0.0098,0.1103,0.0037,0.2059,0.2047,1,0.5319,0.7351,0.4411,35400,26000
Concorde Career College-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,967.0,0.1727,0.1603,0.4302,0.1241,0.0062,0.0403,0.0403,0.0,0.0259,0.0,1,0.3776,0.4138,0.5073,26400,9500
Palo Alto Univ.,Palo Alto,CA,0.0,0.0,0.0,0,,,0.0,194.0,0.3093,0.0258,0.23199999999999998,0.2732,0.0,0.0103,0.0773,0.0258,0.0464,0.0258,1,0.5052,0.6823,0.5497,,18375
Pacific Lutheran Theological Seminary,Berkeley,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Pacific Oaks College,Pasadena,CA,0.0,0.0,0.0,0,,,0.0,482.0,0.2365,0.0996,0.5353,0.0228,0.0041,0.0062,0.0104,0.0021,0.083,0.9461,1,0.5783,0.7735,0.8916,42900,20375
Pacific School of Religion,Berkeley,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Pacific States Univ.,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,15.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0714,0.0,0.5714,,PrivacySuppressed
Pacific Union College,Angwin,CA,0.0,0.0,0.0,1,490.0,505.0,0.0,1583.0,0.2786,0.0853,0.271,0.1813,0.0025,0.0208,0.0758,0.0291,0.0556,0.0783,1,0.4584,0.7787,0.1471,45700,28500
Univ. of the Pacific,Stockton,CA,0.0,0.0,0.0,0,569.0,607.0,0.0,3802.0,0.2985,0.025,0.1817,0.3306,0.0058,0.006,0.0466,0.0665,0.0392,0.0245,1,0.3988,0.5920000000000001,0.0598,68200,23370
Palo Verde College,Blythe,CA,0.0,0.0,0.0,0,,,0.0,2981.0,0.3918,0.1204,0.3435,0.0577,0.0097,0.0044,0.0238,0.0,0.0486,0.8296,1,0.0947,0.0,0.7722,26000,PrivacySuppressed
Palomar College,San Marcos,CA,0.0,0.0,0.0,0,,,0.0,22589.0,0.423,0.0311,0.3822,0.0663,0.0073,0.0057,0.0438,0.0108,0.0298,0.6444,1,0.1685,0.0124,0.3509,31600,7468
Paris Beauty College,Concord,CA,0.0,0.0,0.0,0,,,0.0,161.0,0.5031,0.0994,0.23600000000000002,0.0621,0.0,0.0,0.0124,0.0,0.087,0.6894,0,0.5084,0.0,0.596,PrivacySuppressed,PrivacySuppressed
Pasadena City College,Pasadena,CA,0.0,0.0,0.0,0,,,0.0,24900.0,0.0948,0.0441,0.4828,0.2335,0.0011,0.0012,0.0933,0.0391,0.0101,0.5853,1,0.2918,0.0106,0.2845,32900,6756
Pepperdine Univ.,Malibu,CA,0.0,0.0,0.0,1,600.0,625.0,0.0,3434.0,0.4496,0.0606,0.134,0.1302,0.0044,0.0029,0.0865,0.0888,0.0431,0.0909,1,0.2114,0.4370000000000001,0.0873,59200,26500
Pitzer College,Claremont,CA,0.0,0.0,0.0,0,,,0.0,1076.0,0.4981,0.0428,0.1515,0.0567,0.0046,0.0019,0.0948,0.0697,0.0799,0.0344,1,0.1554,0.3543,0.0463,45100,16050
Platt College-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,314.0,0.3439,0.1083,0.2452,0.0955,0.0127,0.0,0.1019,0.0064,0.086,0.0,1,0.3162,0.1892,0.6081,32200,22993.5
Point Loma Nazarene Univ.,San Diego,CA,0.0,0.0,0.0,1,555.0,560.0,0.0,2560.0,0.6176,0.023,0.218,0.0508,0.0086,0.0086,0.0586,0.0055,0.0094,0.0262,1,0.275,0.6232,0.0243,48300,25000
